classify,cap-shape,cap-surface,cap-color,bruises?,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,knobbed,scaly,e,f,foul,f,c,n,b,t,bulbous,s,s,p,w,p,w,o,e,w,several,p
edible,flat,smooth,n,f,none,a,c,b,y,e,club,s,s,o,o,p,n,o,p,b,clustered,l
poisonous,knobbed,scaly,e,f,foul,f,c,n,b,t,equal,k,k,p,w,p,w,o,e,w,several,l
poisonous,knobbed,scaly,n,f,fishy,f,c,n,b,t,club,k,k,w,w,p,w,o,e,w,several,d
poisonous,knobbed,scaly,n,f,fishy,f,c,n,b,t,club,k,k,p,p,p,w,o,e,w,several,d
poisonous,flat,scaly,n,f,spicy,f,c,n,b,t,bulbous,s,k,w,w,p,w,o,e,w,several,p
poisonous,knobbed,smooth,e,f,foul,f,c,n,b,t,bulbous,k,k,p,p,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,equal,k,k,p,p,p,w,o,e,w,several,l
edible,convex,smooth,n,f,none,a,c,b,n,e,club,s,s,o,o,p,o,o,p,o,clustered,l
poisonous,flat,smooth,e,f,spicy,f,c,n,b,t,bulbous,k,s,w,p,p,w,o,e,w,several,p
edible,knobbed,smooth,g,f,none,f,w,b,p,e,bulbous,s,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,club,s,s,p,p,p,w,o,e,w,several,l
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,club,s,k,p,w,p,w,o,e,w,several,l
edible,flat,smooth,n,f,none,a,c,b,n,e,bulbous,s,s,o,o,p,o,o,p,o,several,l
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,s,k,p,p,p,w,o,e,w,several,l
edible,convex,fibrous,g,f,none,f,w,b,p,e,bulbous,s,k,w,w,p,w,t,p,w,scattered,g
edible,knobbed,smooth,n,f,none,a,c,b,n,e,bulbous,s,s,o,o,p,o,o,p,o,several,l
poisonous,flat,smooth,e,f,spicy,f,c,n,b,t,bulbous,s,s,p,p,p,w,o,e,w,several,p
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,s,s,w,w,p,w,o,e,w,several,d
edible,flat,scaly,n,t,none,f,c,b,w,e,bulbous,s,s,w,w,p,w,t,p,w,solitary,p
edible,convex,fibrous,g,f,none,f,w,b,g,e,bulbous,s,k,w,w,p,w,t,p,w,numerous,g
edible,knobbed,smooth,w,f,none,f,w,b,w,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
edible,bell,smooth,n,f,none,a,c,b,n,e,club,s,s,o,o,p,n,o,p,b,clustered,l
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,bulbous,k,k,w,w,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,bulbous,s,s,w,w,p,w,o,e,w,several,l
edible,knobbed,scaly,n,f,none,f,c,b,w,e,bulbous,y,y,n,n,p,w,t,p,w,solitary,p
edible,convex,fibrous,g,f,none,f,w,b,p,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,club,k,k,w,w,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,foul,f,c,n,b,t,club,s,k,p,p,p,w,o,e,w,several,l
poisonous,knobbed,scaly,n,f,foul,f,c,n,b,t,club,s,k,w,w,p,w,o,e,w,several,d
poisonous,flat,scaly,n,f,foul,f,c,n,b,t,bulbous,s,k,w,p,p,w,o,e,w,several,l
edible,flat,smooth,n,f,none,a,c,b,y,e,bulbous,s,s,o,o,p,n,o,p,b,several,l
poisonous,flat,scaly,e,f,foul,f,c,n,b,t,club,s,s,w,p,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,bulbous,s,k,p,p,p,w,o,e,w,several,p
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,club,s,k,w,p,p,w,o,e,w,several,l
edible,bell,smooth,n,f,none,a,c,b,n,e,bulbous,s,s,o,o,p,o,o,p,y,clustered,l
edible,convex,fibrous,g,f,none,f,w,b,g,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,s,k,w,w,p,w,o,e,w,several,p
poisonous,knobbed,scaly,n,f,foul,f,c,n,b,t,bulbous,s,s,w,w,p,w,o,e,w,several,p
edible,convex,smooth,g,f,none,f,w,b,w,e,bulbous,s,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,club,k,k,w,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,club,k,s,w,p,p,w,o,e,w,several,d
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,club,s,k,w,p,p,w,o,e,w,several,l
edible,bell,smooth,n,f,none,a,c,b,o,e,club,s,s,o,o,p,n,o,p,o,clustered,l
edible,bell,smooth,g,f,none,f,w,b,g,e,bulbous,s,k,w,w,p,w,t,p,w,scattered,g
poisonous,convex,scaly,e,f,musty,a,c,b,w,e,club,k,y,c,c,p,w,n,n,w,clustered,d
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,club,k,s,p,p,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,foul,f,c,n,b,t,club,k,s,p,p,p,w,o,e,w,several,d
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,club,s,k,w,p,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,equal,k,k,w,p,p,w,o,e,w,several,d
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,club,k,s,p,p,p,w,o,e,w,several,l
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,club,s,s,p,w,p,w,o,e,w,several,d
poisonous,convex,smooth,e,f,fishy,f,c,n,b,t,equal,k,s,p,w,p,w,o,e,w,several,p
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,club,s,s,w,p,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,s,s,p,w,p,w,o,e,w,several,d
edible,bell,fibrous,g,f,none,f,w,b,w,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,scaly,n,f,musty,a,c,b,y,e,club,k,y,c,c,p,w,n,n,w,clustered,d
edible,flat,smooth,n,t,none,f,c,b,w,e,bulbous,s,s,w,w,p,w,t,p,w,several,p
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,k,k,p,p,p,w,o,e,w,several,p
poisonous,flat,scaly,y,f,none,f,w,n,y,e,club,y,y,y,y,p,y,o,e,w,clustered,l
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,k,s,w,w,p,w,o,e,w,several,l
poisonous,flat,scaly,e,f,musty,a,c,b,y,e,club,k,y,c,c,p,w,n,n,w,clustered,d
edible,convex,fibrous,g,f,none,f,w,b,p,e,bulbous,s,s,w,w,p,w,t,p,w,numerous,g
poisonous,knobbed,scaly,n,f,fishy,f,c,n,b,t,club,s,k,p,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,k,s,w,p,p,w,o,e,w,several,l
poisonous,flat,scaly,n,f,fishy,f,c,n,b,t,club,s,s,p,p,p,w,o,e,w,several,d
edible,flat,smooth,n,f,none,a,c,b,n,e,bulbous,s,s,o,o,p,o,o,p,y,clustered,l
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,club,s,s,p,p,p,w,o,e,w,several,d
poisonous,flat,scaly,n,f,foul,f,c,n,b,t,club,k,k,p,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,k,k,w,w,p,w,o,e,w,several,p
poisonous,flat,scaly,e,f,spicy,f,c,n,b,t,club,s,k,p,w,p,w,o,e,w,several,l
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,k,k,w,p,p,w,o,e,w,several,p
poisonous,convex,scaly,e,f,spicy,f,c,n,b,t,equal,s,s,p,p,p,w,o,e,w,several,d
poisonous,knobbed,scaly,n,f,fishy,f,c,n,b,t,bulbous,s,k,p,p,p,w,o,e,w,several,p
edible,convex,smooth,w,f,none,f,w,b,p,e,bulbous,k,s,w,w,p,w,t,p,w,scattered,g
edible,convex,smooth,g,f,none,f,w,b,g,e,bulbous,s,k,w,w,p,w,t,p,w,scattered,g
edible,convex,fibrous,w,f,none,f,w,b,w,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,k,s,p,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,e,f,foul,f,c,n,b,t,equal,k,k,w,p,p,w,o,e,w,several,d
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,bulbous,s,k,p,w,p,w,o,e,w,several,p
poisonous,knobbed,smooth,e,f,foul,f,c,n,b,t,bulbous,s,s,p,p,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,k,s,p,p,p,w,o,e,w,several,p
poisonous,knobbed,scaly,n,f,foul,f,c,n,b,t,bulbous,k,k,w,p,p,w,o,e,w,several,l
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,bulbous,s,s,w,w,p,w,o,e,w,several,p
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,s,k,w,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,club,s,k,w,w,p,w,o,e,w,several,d
edible,flat,smooth,n,f,none,a,c,b,o,e,club,s,s,o,o,p,n,o,p,o,clustered,l
poisonous,flat,smooth,n,f,spicy,f,c,n,b,t,club,s,s,w,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,equal,k,k,p,w,p,w,o,e,w,several,l
edible,convex,smooth,g,f,none,f,w,b,g,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
edible,convex,fibrous,w,f,none,f,w,b,p,e,bulbous,s,s,w,w,p,w,t,p,w,numerous,g
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,club,s,s,w,p,p,w,o,e,w,several,d
edible,convex,smooth,n,f,none,a,c,b,n,e,club,s,s,o,o,p,n,o,p,o,clustered,l
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,club,k,k,w,p,p,w,o,e,w,several,l
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,bulbous,s,s,p,w,p,w,o,e,w,several,l
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,bulbous,s,s,w,p,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,club,k,s,p,w,p,w,o,e,w,several,l
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,equal,k,k,p,p,p,w,o,e,w,several,l
edible,bell,smooth,n,f,none,a,c,b,y,e,club,s,s,o,o,p,n,o,p,b,clustered,l
edible,flat,smooth,n,f,none,a,c,b,o,e,equal,s,s,o,o,p,o,o,p,n,clustered,l
edible,bell,smooth,w,f,none,f,w,b,g,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,k,k,p,w,p,w,o,e,w,several,l
edible,convex,smooth,n,f,none,a,c,b,n,e,equal,s,s,o,o,p,n,o,p,n,clustered,l
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,club,k,s,p,w,p,w,o,e,w,several,d
edible,bell,fibrous,g,f,none,f,w,b,g,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
edible,bell,smooth,g,f,none,f,w,b,p,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
poisonous,convex,smooth,n,f,spicy,f,c,n,b,t,equal,k,k,w,p,p,w,o,e,w,several,d
edible,convex,smooth,n,f,none,a,c,b,n,e,club,s,s,o,o,p,o,o,p,b,clustered,l
edible,convex,smooth,w,f,none,f,w,b,p,e,bulbous,s,k,w,w,p,w,t,p,w,numerous,g
edible,convex,smooth,n,f,none,f,c,b,w,e,bulbous,y,y,n,n,p,w,t,p,w,solitary,p
edible,knobbed,smooth,g,f,none,f,w,b,g,e,bulbous,s,k,w,w,p,w,t,p,w,scattered,g
edible,convex,smooth,w,f,none,f,w,b,g,e,bulbous,k,k,w,w,p,w,t,p,w,numerous,g
poisonous,flat,scaly,c,f,musty,f,c,b,y,e,club,k,y,c,c,p,w,n,n,w,clustered,d
edible,convex,smooth,n,f,none,a,c,b,y,e,bulbous,s,s,o,o,p,o,o,p,y,clustered,l
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,club,s,k,p,p,p,w,o,e,w,several,l
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,club,s,k,p,w,p,w,o,e,w,several,l
edible,convex,smooth,w,f,none,f,w,b,p,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
edible,knobbed,fibrous,w,f,none,f,w,b,g,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
edible,bell,fibrous,g,f,none,f,w,b,p,e,bulbous,k,s,w,w,p,w,t,p,w,scattered,g
edible,knobbed,smooth,n,f,none,a,c,b,n,e,bulbous,s,s,o,o,p,o,o,p,b,several,l
poisonous,knobbed,scaly,n,f,foul,f,c,n,b,t,bulbous,s,s,p,p,p,w,o,e,w,several,p
poisonous,flat,scaly,e,f,spicy,f,c,n,b,t,bulbous,k,k,p,p,p,w,o,e,w,several,p
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,club,s,k,p,p,p,w,o,e,w,several,l
edible,knobbed,smooth,n,f,none,a,c,b,y,e,bulbous,s,s,o,o,p,n,o,p,n,several,l
edible,flat,smooth,p,t,none,f,c,b,w,e,bulbous,s,s,w,w,p,w,t,p,w,several,p
poisonous,knobbed,scaly,n,f,foul,f,c,n,b,t,bulbous,k,k,w,w,p,w,o,e,w,several,p
edible,bell,smooth,w,f,none,f,w,b,g,e,bulbous,k,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,bulbous,s,s,w,p,p,w,o,e,w,several,p
edible,knobbed,smooth,w,f,none,f,w,b,p,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,bulbous,s,k,p,p,p,w,o,e,w,several,l
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,club,s,s,p,w,p,w,o,e,w,several,l
edible,flat,smooth,n,f,none,a,c,b,y,e,club,s,s,o,o,p,o,o,p,b,clustered,l
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,k,k,w,p,p,w,o,e,w,several,l
poisonous,knobbed,scaly,e,f,foul,f,c,n,b,t,equal,k,k,p,p,p,w,o,e,w,several,d
edible,convex,smooth,n,f,none,a,c,b,n,e,bulbous,s,s,o,o,p,n,o,p,y,several,l
edible,convex,fibrous,w,f,none,f,w,b,g,e,bulbous,k,k,w,w,p,w,t,p,w,numerous,g
edible,convex,fibrous,g,f,none,f,w,b,w,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
edible,convex,smooth,n,f,none,a,c,b,n,e,bulbous,s,s,o,o,p,n,o,p,b,several,l
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,bulbous,s,s,p,p,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,bulbous,k,k,w,w,p,w,o,e,w,several,p
edible,convex,smooth,w,f,none,f,w,b,g,e,bulbous,s,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,club,k,s,p,p,p,w,o,e,w,several,d
edible,convex,fibrous,g,f,none,f,w,b,w,e,bulbous,s,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,equal,k,k,p,p,p,w,o,e,w,several,l
poisonous,flat,scaly,n,f,foul,f,c,n,b,t,club,s,k,w,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,equal,k,s,w,w,p,w,o,e,w,several,d
edible,knobbed,smooth,n,f,none,f,c,b,w,e,bulbous,y,y,n,n,p,w,t,p,w,solitary,p
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,club,k,s,w,w,p,w,o,e,w,several,l
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,bulbous,k,s,w,w,p,w,o,e,w,several,p
edible,bell,smooth,g,f,none,f,w,b,g,e,bulbous,s,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,club,k,k,p,w,p,w,o,e,w,several,l
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,club,k,s,w,w,p,w,o,e,w,several,p
edible,knobbed,fibrous,g,f,none,f,w,b,w,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
poisonous,knobbed,scaly,n,f,foul,f,c,n,b,t,club,s,k,p,p,p,w,o,e,w,several,l
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,club,s,k,w,p,p,w,o,e,w,several,l
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,bulbous,k,s,p,p,p,w,o,e,w,several,p
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,club,s,s,p,p,p,w,o,e,w,several,d
edible,knobbed,fibrous,w,f,none,f,w,b,g,e,bulbous,s,k,w,w,p,w,t,p,w,numerous,g
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,club,k,s,p,w,p,w,o,e,w,several,d
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,equal,k,k,p,w,p,w,o,e,w,several,d
edible,bell,fibrous,w,f,none,f,w,b,g,e,bulbous,k,s,w,w,p,w,t,p,w,scattered,g
edible,convex,smooth,g,f,none,f,w,b,g,e,bulbous,s,s,w,w,p,w,t,p,w,numerous,g
edible,bell,smooth,g,f,none,f,w,b,w,e,bulbous,k,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,bulbous,s,k,p,p,p,w,o,e,w,several,p
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,bulbous,s,k,w,w,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,equal,k,k,w,w,p,w,o,e,w,several,d
edible,bell,smooth,w,f,none,f,w,b,w,e,bulbous,s,k,w,w,p,w,t,p,w,scattered,g
poisonous,flat,smooth,e,f,foul,f,c,n,b,t,club,s,s,p,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,equal,k,k,w,p,p,w,o,e,w,several,d
edible,knobbed,smooth,w,f,none,f,w,b,p,e,bulbous,s,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,club,s,k,p,p,p,w,o,e,w,several,d
poisonous,knobbed,smooth,e,f,foul,f,c,n,b,t,club,k,s,w,w,p,w,o,e,w,several,l
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,equal,s,k,p,p,p,w,o,e,w,several,d
edible,convex,smooth,n,t,none,f,c,b,w,e,bulbous,s,s,w,w,p,w,t,p,w,several,p
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,bulbous,k,k,w,p,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,foul,f,c,n,b,t,bulbous,k,k,p,p,p,w,o,e,w,several,p
poisonous,bell,scaly,y,f,none,f,w,n,w,e,club,y,y,y,y,p,y,o,e,w,clustered,l
poisonous,knobbed,scaly,e,f,foul,f,c,n,b,t,equal,k,k,w,p,p,w,o,e,w,several,l
edible,convex,smooth,n,t,none,f,c,b,w,e,bulbous,s,s,w,w,p,w,t,p,w,solitary,p
poisonous,knobbed,smooth,e,f,foul,f,c,n,b,t,bulbous,s,s,p,p,p,w,o,e,w,several,p
edible,knobbed,fibrous,g,f,none,f,w,b,p,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,club,s,s,p,p,p,w,o,e,w,several,d
poisonous,knobbed,smooth,e,f,foul,f,c,n,b,t,equal,k,k,p,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,s,s,w,p,p,w,o,e,w,several,l
poisonous,knobbed,scaly,n,f,fishy,f,c,n,b,t,bulbous,s,s,w,p,p,w,o,e,w,several,l
edible,convex,fibrous,g,f,none,f,w,b,p,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
edible,bell,smooth,w,f,none,f,w,b,g,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,club,k,s,w,p,p,w,o,e,w,several,d
edible,bell,smooth,n,f,none,a,c,b,y,e,equal,s,s,o,o,p,o,o,p,n,clustered,l
poisonous,knobbed,scaly,e,f,fishy,f,c,n,b,t,bulbous,k,k,p,p,p,w,o,e,w,several,p
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,bulbous,s,k,p,p,p,w,o,e,w,several,p
edible,bell,smooth,g,f,none,f,w,b,g,e,bulbous,k,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,bulbous,s,s,p,w,p,w,o,e,w,several,p
edible,bell,smooth,n,f,none,a,c,b,n,e,bulbous,s,s,o,o,p,n,o,p,o,several,l
poisonous,flat,smooth,n,f,fishy,f,c,n,b,t,bulbous,s,s,p,p,p,w,o,e,w,several,p
poisonous,knobbed,smooth,e,f,fishy,f,c,n,b,t,club,k,s,w,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,k,s,w,w,p,w,o,e,w,several,l
poisonous,knobbed,scaly,n,f,fishy,f,c,n,b,t,bulbous,s,s,p,p,p,w,o,e,w,several,l
edible,bell,fibrous,g,f,none,f,w,b,g,e,bulbous,s,s,w,w,p,w,t,p,w,numerous,g
edible,knobbed,smooth,w,f,none,f,w,b,g,e,bulbous,s,s,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,s,k,p,w,p,w,o,e,w,several,l
poisonous,flat,scaly,n,f,foul,f,c,n,b,t,club,k,k,p,p,p,w,o,e,w,several,d
edible,convex,smooth,w,f,none,f,w,b,p,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
edible,convex,smooth,n,f,none,a,c,b,o,e,equal,s,s,o,o,p,o,o,p,b,clustered,l
poisonous,knobbed,smooth,n,f,spicy,f,c,n,b,t,bulbous,k,s,w,w,p,w,o,e,w,several,p
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,bulbous,s,s,w,w,p,w,o,e,w,several,l
edible,knobbed,smooth,n,f,none,a,c,b,o,e,bulbous,s,s,o,o,p,o,o,p,b,several,l
edible,bell,fibrous,w,f,none,f,w,b,w,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
edible,convex,smooth,w,f,none,f,w,b,w,e,bulbous,k,k,w,w,p,w,t,p,w,numerous,g
poisonous,flat,scaly,e,f,fishy,f,c,n,b,t,bulbous,s,s,p,w,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,foul,f,c,n,b,t,bulbous,s,s,w,p,p,w,o,e,w,several,l
poisonous,convex,scaly,e,f,musty,f,c,b,y,e,club,k,y,c,c,p,w,n,n,w,clustered,d
edible,flat,smooth,n,f,none,a,c,b,y,e,bulbous,s,s,o,o,p,n,o,p,y,clustered,l
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,club,s,k,p,p,p,w,o,e,w,several,d
poisonous,convex,smooth,n,f,spicy,f,c,n,b,t,equal,k,k,p,w,p,w,o,e,w,several,d
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,club,s,k,p,w,p,w,o,e,w,several,d
edible,bell,smooth,w,f,none,f,w,b,p,e,bulbous,s,s,w,w,p,w,t,p,w,scattered,g
edible,bell,smooth,g,f,none,f,w,b,p,e,bulbous,k,s,w,w,p,w,t,p,w,scattered,g
edible,knobbed,fibrous,g,f,none,f,w,b,g,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
edible,knobbed,fibrous,g,f,none,f,w,b,p,e,bulbous,k,k,w,w,p,w,t,p,w,numerous,g
edible,convex,fibrous,w,f,none,f,w,b,w,e,bulbous,k,s,w,w,p,w,t,p,w,numerous,g
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,bulbous,k,s,p,p,p,w,o,e,w,several,p
poisonous,flat,scaly,e,f,spicy,f,c,n,b,t,club,k,s,p,p,p,w,o,e,w,several,l
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,bulbous,s,s,p,w,p,w,o,e,w,several,l
poisonous,flat,smooth,n,f,foul,f,c,n,b,t,club,k,k,p,w,p,w,o,e,w,several,l
edible,bell,smooth,w,f,none,f,w,b,p,e,bulbous,k,s,w,w,p,w,t,p,w,scattered,g
edible,knobbed,smooth,w,f,none,f,w,b,w,e,bulbous,k,k,w,w,p,w,t,p,w,scattered,g
edible,bell,fibrous,w,f,none,f,w,b,p,e,bulbous,s,s,w,w,p,w,t,p,w,numerous,g
edible,flat,smooth,n,f,none,a,c,b,n,e,club,s,s,o,o,p,n,o,p,b,clustered,l
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,club,s,s,p,w,p,w,o,e,w,several,d
poisonous,knobbed,smooth,n,f,foul,f,c,n,b,t,bulbous,s,s,w,w,p,w,o,e,w,several,p
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,s,k,w,p,p,w,o,e,w,several,p
poisonous,flat,scaly,n,f,fishy,f,c,n,b,t,club,s,k,w,p,p,w,o,e,w,several,d
poisonous,convex,smooth,e,f,foul,f,c,n,b,t,equal,k,k,p,w,p,w,o,e,w,several,l
edible,flat,smooth,n,f,none,a,c,b,y,e,bulbous,s,s,o,o,p,o,o,p,o,several,l
edible,knobbed,fibrous,w,f,none,f,w,b,w,e,bulbous,s,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,smooth,n,f,fishy,f,c,n,b,t,club,k,s,w,p,p,w,o,e,w,several,d
poisonous,convex,smooth,n,f,fishy,f,c,n,b,t,equal,k,s,w,w,p,w,o,e,w,several,d
edible,bell,fibrous,g,f,none,f,w,b,w,e,bulbous,s,k,w,w,p,w,t,p,w,scattered,g
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,equal,k,k,p,p,p,w,o,e,w,several,d
edible,bell,smooth,n,f,none,a,c,b,o,e,bulbous,s,s,o,o,p,o,o,p,y,clustered,l
edible,flat,smooth,n,f,none,a,c,b,y,e,bulbous,s,s,o,o,p,o,o,p,n,several,l
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,bulbous,k,k,p,w,p,w,o,e,w,several,p
poisonous,knobbed,smooth,e,f,spicy,f,c,n,b,t,equal,k,k,p,p,p,w,o,e,w,several,d
poisonous,knobbed,scaly,n,f,spicy,f,c,n,b,t,bulbous,k,s,p,w,p,w,o,e,w,several,p
poisonous,knobbed,scaly,e,f,spicy,f,c,n,b,t,bulbous,s,k,w,w,p,w,o,e,w,several,p
poisonous,knobbed,scaly,n,f,foul,f,c,n,b,t,club,k,k,p,p,p,w,o,e,w,several,d
